Event Name,Swim time,Swim date,Event description,Team Code,Team Name,Athlete Full Name,Gender,Athlete birth date,Rank_Order,City,Country Code,Duration (hh:mm:ss:ff)
European Championships 2014,07:47.44,8/20/2014,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,177,Berlin,GER,0:07:47:44
14th FINA World Championships 2011,07:47.45,7/31/2011,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,178,Shanghai,CHN,0:07:47:45
19th FINA World Championships Budapest 2022,07:47.46,6/20/2022,Men 800 Freestyle LCM Male,FRA,France,"JOLY, Damien",M,6/4/1992,179,Budapest,HUN,0:07:47:46
US National Championships (50m),07:47.51,7/29/2018,Men 800 Freestyle LCM Male,USA,United States of America,"WILIMOVSKY, Jordan",M,4/22/1994,180,Irvine,USA,0:07:47:51
Olympic Games Beijing 2008,07:47.55,8/15/2008,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,181,Beijing,CHN,0:07:47:55
Philipps 66 USA National Championships (50m),07:47.58,8/4/2019,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,182,Palo Alto,USA,0:07:47:58
Chinese National Championships (50m),07:47.58,4/9/2015,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,183,Baoji ,CHN,0:07:47:58
17th FINA World Championships 2017,07:47.61,7/25/2017,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10/9/1996,184,Budapest,HUN,0:07:47:61
11th FINA World Championships 2005,07:47.62,7/26/2005,Men 800 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,5/9/1980,185,Montreal,CAN,0:07:47:62
Italian National Championships (50m),07:47.63,4/19/2016,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,186,Riccione,ITA,0:07:47:63
Olympic Games Tokyo 2020,07:47.67,7/27/2021,Men 800 Freestyle LCM Male,UKR,Ukraine,"FROLOV, Sergii",M,4/14/1992,187,Tokyo,JPN,0:07:47:67
German National Championships (50m),07:47.69,8/2/2019,Men 800 Freestyle LCM Male,GER,Germany,"WELLBROCK, Florian",M,8/19/1997,188,Berlin,GER,0:07:47:69
Olympic Games Tokyo 2020,07:47.73,7/27/2021,Men 800 Freestyle LCM Male,ITA,Italy,"PALTRINIERI, Gregorio",M,9/5/1994,189,Tokyo,JPN,0:07:47:73
12th Pan Pacific Championships 2014,07:47.73,8/24/2014,Men 800 Freestyle LCM Male,AUS,Australia,"HORTON, Mack",M,4/25/1996,190,Gold Coast,AUS,0:07:47:73
19th FINA World Championships Budapest 2022,07:47.75,6/21/2022,Men 800 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,8/29/1994,191,Budapest,HUN,0:07:47:75
12th Pan Pacific Championships 2014,07:47.75,8/24/2014,Men 800 Freestyle LCM Male,USA,United States of America,"JAEGER, Connor",M,4/30/1991,192,Gold Coast,AUS,0:07:47:75
Olympic Games Beijing 2008,07:47.79,8/15/2008,Men 800 Freestyle LCM Male,RUS,Russian Federation,"PRILUKOV, Yuriy",M,6/14/1984,193,Beijing,CHN,0:07:47:79
Phillips 66 International Team Trials 2022,07:47.81,4/26/2022,Men 800 Freestyle LCM Male,USA,United States of America,"FINKE, Bobby",M,11/6/1999,194,Greensboro,USA,0:07:47:81
4th Pan Pacific Championships 1991,07:47.85,8/25/1991,Men 800 Freestyle LCM Male,AUS,Australia,"PERKINS, Kieren",M,8/14/1973,195,Edmonton,CAN,0:07:47:85
16th FINA World Championships 2015,07:47.87,8/4/2015,Men 800 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,12/1/1991,196,Kazan,RUS,0:07:47:87
12th FINA World Championships 2007,07:47.91,3/28/2007,Men 800 Freestyle LCM Male,POL,Poland,"STANCZYK, Przemyslaw",M,2/12/1985,197,Melbourne,AUS,0:07:47:91
European Championships 2022,07:47.93,8/12/2022,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,198,Rome,ITA,0:07:47:93
European Championships 2021,07:47.99,5/22/2021,Men 800 Freestyle LCM Male,NOR,Norway,"CHRISTIANSEN, Henrik",M,10/9/1996,199,Budapest,HUN,0:07:47:99
European Championships 2016,07:47.99,5/20/2016,Men 800 Freestyle LCM Male,UKR,Ukraine,"ROMANCHUK, Mykhailo",M,8/7/1996,200,London,GBR,0:07:47:99
Olympic Games Rio 2016,08:04.79,8/12/2016,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,1,Rio de Janeiro,BRA,0:08:04:79
ST Arena Pro Swim at Austin 2016,08:06.68,1/17/2016,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,2,Austin,USA,0:08:06:68
Indianapolis PSS 2018,08:07.27,5/19/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,3,Indianapolis,USA,0:08:07:27
16th FINA World Championships 2015,08:07.39,8/8/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,4,Kazan,RUS,0:08:07:39
19th FINA World Championships Budapest 2022,08:08.04,6/24/2022,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,5,Budapest,HUN,0:08:08:04
13th Pan Pacific Championships 2018,08:09.13,8/9/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,6,Tokyo,JPN,0:08:09:13
Phillips 66 International Team Trials 2022,08:09.27,4/26/2022,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,7,Greensboro,USA,0:08:09:27
US Olympic Team Trials - Swimming,08:10.32,7/2/2016,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,8,Omaha,USA,0:08:10:32
TYR Pro Swim Series Bloomington 2019,08:10.70,5/19/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,9,Bloomington,USA,0:08:10:70
US Olympic Team Trials - Swimming,08:10.91,7/1/2016,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,10,Omaha,USA,0:08:10:91
2014 GU TWST Senior Invitational,08:11.00,6/19/2014,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,11,CISD Natatorium Shanandoah,USA,0:08:11:00
Santa Clara PSS 2018,08:11.08,6/9/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,12,Santa Clara,USA,0:08:11:08
ST TXLA Arena Pro Swim Series 2015,08:11.21,1/17/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,13,Austin,USA,0:08:11:21
12th Pan Pacific Championships 2014,08:11.35,8/21/2014,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,14,Gold Coast,AUS,0:08:11:35
US National Championships (50m),08:11.50,6/27/2017,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,15,Indianapolis,USA,0:08:11:50
Indianapolis PSS 2018,08:11.70,5/16/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,16,Indianapolis,USA,0:08:11:70
US National Championships (50m),08:11.98,7/25/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,17,Irvine,USA,0:08:11:98
Phillips 66 National Championships (50m) 2022,08:12.03,7/26/2022,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,18,Irvine,USA,0:08:12:03
Olympic Games Tokyo 2020,08:12.57,7/31/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,19,Tokyo,JPN,0:08:12:57
17th FINA World Championships 2017,08:12.68,7/29/2017,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,20,Budapest,HUN,0:08:12:68
Toyota US Open 2021,08:12.81,12/1/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,21,Greensboro,USA,0:08:12:81
Olympic Games Rio 2016,08:12.86,8/11/2016,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,22,Rio de Janeiro,BRA,0:08:12:86
Arena Pro Swim Series - Mesa 2015,08:13.02,4/18/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,23,Mesa,USA,0:08:13:02
19th FINA World Championships Budapest 2022,08:13.06,6/20/2022,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,24,Budapest,HUN,0:08:13:06
Mesa PSS 2016,08:13.20,4/16/2016,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,25,Mesa,USA,0:08:13:20
16th FINA World Championships 2015,08:13.25,8/4/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,26,Kazan,RUS,0:08:13:25
18th FINA World Championships 2019,08:13.58,7/27/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,27,Gwangju,KOR,0:08:13:58
22nd Commonwealth Games 2022,08:13.59,8/2/2022,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,28,Birmingham,GBR,0:08:13:59
TYR Pro Swim Series San Antonio 2021,08:13.64,3/6/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,29,San Antonio,USA,0:08:13:64
Olympic Games Tokyo 2020,08:13.83,7/31/2021,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,30,Tokyo,JPN,0:08:13:83
15th FINA World Championships 2013,08:13.86,8/3/2013,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,31,Barcelona,ESP,0:08:13:86
Olympic Games Beijing 2008,08:14.10,8/16/2008,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,32,Beijing,CHN,0:08:14:10
TYR Pro Swim Series Richmond 2019,08:14.24,4/10/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,33,Richmond,USA,0:08:14:24
USA Winter National Championships (50m),08:14.40,11/28/2018,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,34,Greensboro,USA,0:08:14:40
Longhorn Aquatics Elite Invite & Time Trials,08:14.48,5/21/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,35,Austin,USA,0:08:14:48
USA Winter National Championships (50m),08:14.59,12/4/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,36,Atlanta,USA,0:08:14:59
US Olympic Team Trials - Wave II,08:14.62,6/19/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,37,Omaha,USA,0:08:14:62
Olympic Games London 2012,08:14.63,8/3/2012,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,38,London,GBR,0:08:14:63
National Swimming Championships 2019 (50m),08:14.64,3/30/2019,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,39,Qingdao,CHN,0:08:14:64
TYR Pro Swim Series Greenboro 2019,08:14.95,11/9/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,40,Greenboro,USA,0:08:14:95
18th FINA World Championships 2019,08:14.99,7/27/2019,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,41,Gwangju,KOR,0:08:14:99
16th FINA World Championships 2015,08:15.29,8/3/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,42,Kazan,RUS,0:08:15:29
Arena Pro Swim Mesa 2017,08:15.44,4/15/2017,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,43,Mesa,USA,0:08:15:44
17th FINA World Championships 2017,08:15.46,7/29/2017,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"LI, Bingjie",F,3/3/2002,44,Budapest,HUN,0:08:15:46
European Championships 2014,08:15.54,8/21/2014,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,45,Berlin,GER,0:08:15:54
Hancock Prospecting Australian Swimming Trials 2021,08:15.57,6/17/2021,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,46,Adelaide,AUS,0:08:15:57
Olympic Games Tokyo 2020,08:15.67,7/29/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,47,Tokyo,JPN,0:08:15:67
18th FINA World Championships 2019,08:15.70,7/27/2019,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,48,Gwangju,KOR,0:08:15:70
Arena Pro Swim Atlanta 2017,08:15.71,5/7/2017,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,49,Atlanta,USA,0:08:15:71
13th FINA World Championships 2009,08:15.92,8/1/2009,Women 800 Freestyle LCM Female,DEN,Denmark,"FRIIS, Lotte",F,2/9/1988,50,Rome,ITA,0:08:15:92
17th FINA World Championships 2017,08:15.97,7/25/2017,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,51,Budapest,HUN,0:08:15:97
Olympic Games Rio 2016,08:16.17,8/12/2016,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,52,Rio de Janeiro,BRA,0:08:16:17
2014 GU TWST Senior Invitational,08:16.18,6/19/2014,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,53,CISD Natatorium Shanandoah,USA,0:08:16:18
3rd Pan Pacific Championships 1989,08:16.22,8/20/1989,Women 800 Freestyle LCM Female,USA,United States of America,"EVANS, Janet",F,8/28/1971,54,Tokyo,JPN,0:08:16:22
TYR Pro Swim Series Des Moines 2020,08:16.23,3/4/2020,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,55,Des Moines,USA,0:08:16:23
15th FINA World Championships 2013,08:16.32,8/3/2013,Women 800 Freestyle LCM Female,DEN,Denmark,"FRIIS, Lotte",F,2/9/1988,56,Barcelona,ESP,0:08:16:32
TYR Pro Swim Series Richmond 2019,08:16.33,4/10/2019,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,57,Richmond,USA,0:08:16:33
Olympic Games Rio 2016,08:16.37,8/12/2016,Women 800 Freestyle LCM Female,HUN,Hungary,"KAPAS, Boglarka",F,4/22/1993,58,Rio de Janeiro,BRA,0:08:16:37
Olympic Games Tokyo 2020,08:16.39,7/26/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,59,Tokyo,JPN,0:08:16:39
IN IUST Midwest Bucceto O 2015,08:16.40,6/25/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,60,Bloomington,USA,0:08:16:40
18th FINA World Championships 2019,08:16.43,7/27/2019,Women 800 Freestyle LCM Female,GER,Germany,"WELLBROCK, Sarah",F,6/20/1994,61,Gwangju,KOR,0:08:16:43
European Championships 2018,08:16.45,8/4/2018,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,62,Glasgow,GBR,0:08:16:45
US Olympic Team Trials - Wave II,08:16.61,6/18/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,63,Omaha,USA,0:08:16:61
13th FINA World Championships 2009,08:16.66,8/1/2009,Women 800 Freestyle LCM Female,GBR,Great Britain,"JACKSON, Joanne",F,9/12/1986,64,Rome,ITA,0:08:16:66
French National Championships (50m),08:16.70,4/22/2009,Women 800 Freestyle LCM Female,ROU,Romania,"POTEC, Camelia",F,2/19/1982,65,Montpellier,FRA,0:08:16:70
22nd Commonwealth Games 2022,08:16.79,8/2/2022,Women 800 Freestyle LCM Female,AUS,Australia,"MELVERTON, Kiah",F,11/5/1996,66,Birmingham,GBR,0:08:16:79
12th Pan Pacific Championships 2014,08:16.90,8/24/2014,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,67,Gold Coast,AUS,0:08:16:90
Olympic Games Tokyo 2020,08:17.05,7/29/2021,Women 800 Freestyle LCM Female,USA,United States of America,"GRIMES, Katie",F,1/8/2006,68,Tokyo,JPN,0:08:17:05
13th Pan Pacific Championships 2018,08:17.07,8/9/2018,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,69,Tokyo,JPN,0:08:17:07
18th FINA World Championships 2019,08:17.10,7/27/2019,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,70,Gwangju,KOR,0:08:17:10
US Spring National Championships (50m),08:17.12,3/22/1988,Women 800 Freestyle LCM Female,USA,United States of America,"EVANS, Janet",F,8/28/1971,71,Orlando,USA,0:08:17:12
15th FINA World Championships 2013,08:17.16,7/30/2013,Women 800 Freestyle LCM Female,DEN,Denmark,"FRIIS, Lotte",F,2/9/1988,72,Barcelona,ESP,0:08:17:16
TYR Pro Swim Series San Antonio 2021,08:17.20,3/3/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,73,San Antonio,USA,0:08:17:20
13th Pan Pacific Championships 2018,08:17.21,8/9/2018,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,74,Tokyo,JPN,0:08:17:21
13th FINA World Championships 2009,08:17.21,8/1/2009,Women 800 Freestyle LCM Female,ITA,Italy,"FILIPPI, Alessia",F,6/23/1987,75,Rome,ITA,0:08:17:21
17th FINA World Championships 2017,08:17.22,7/29/2017,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,76,Budapest,HUN,0:08:17:22
18th FINA World Championships 2019,08:17.23,7/26/2019,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,77,Gwangju,KOR,0:08:17:23
Olympic Games Tokyo 2020,08:17.32,7/29/2021,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,78,Tokyo,JPN,0:08:17:32
Olympic Games Tokyo 2020,08:17.33,7/29/2021,Women 800 Freestyle LCM Female,GER,Germany,"WELLBROCK, Sarah",F,6/20/1994,79,Tokyo,JPN,0:08:17:33
15th FINA World Championships 2013,08:17.33,7/30/2013,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,80,Barcelona,ESP,0:08:17:33
The National Games,08:17.39,9/25/2021,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"LI, Bingjie",F,3/3/2002,81,Xian,CHN,0:08:17:39
18th FINA World Championships 2019,08:17.42,7/26/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,82,Gwangju,KOR,0:08:17:42
19th FINA World Championships Budapest 2022,08:17.51,6/23/2022,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,83,Budapest,HUN,0:08:17:51
14th FINA World Championships 2011,08:17.51,7/30/2011,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,84,Shanghai,CHN,0:08:17:51
Phillips 66 International Team Trials 2022,08:17.52,4/26/2022,Women 800 Freestyle LCM Female,USA,United States of America,"SMITH, Leah",F,4/19/1995,85,Greensboro,USA,0:08:17:52
16th FINA World Championships 2015,08:17.65,8/8/2015,Women 800 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,12/14/1987,86,Kazan,RUS,0:08:17:65
Australian National Championships (50m),08:17.77,5/18/2022,Women 800 Freestyle LCM Female,AUS,Australia,"PALLISTER, Lani",F,6/6/2002,87,Adelaide,AUS,0:08:17:77
13th FINA World Championships 2009,08:17.90,8/1/2009,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,88,Rome,ITA,0:08:17:90
Olympic Games Tokyo 2020,08:17.92,7/28/2021,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,89,Tokyo,JPN,0:08:17:92
18th FINA World Championships 2019,08:17.95,7/23/2019,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,90,Gwangju,KOR,0:08:17:95
Olympic Games Beijing 2008,08:18.06,8/14/2008,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,91,Beijing,CHN,0:08:18:06
Atlanta PSS 2018,08:18.09,3/1/2018,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,92,Atlanta,USA,0:08:18:09
20th Commonwealth Games 2014,08:18.11,7/28/2014,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,93,Glasgow,GBR,0:08:18:11
Arena Pro Swim Series Santa Clara 2016,08:18.14,6/5/2016,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,94,Santa Clara,USA,0:08:18:14
16th FINA World Championships 2015,08:18.15,8/8/2015,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,95,Kazan,RUS,0:08:18:15
14th FINA World Championships 2011,08:18.20,7/30/2011,Women 800 Freestyle LCM Female,DEN,Denmark,"FRIIS, Lotte",F,2/9/1988,96,Shanghai,CHN,0:08:18:20
Hancock Prospecting Australian Swimming Trials 2019,08:18.23,6/12/2019,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,97,Brisbane,AUS,0:08:18:23
Olympic Games Tokyo 2020,08:18.35,7/31/2021,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,98,Tokyo,JPN,0:08:18:35
British Gas National Championships (50m),08:18.36,4/10/2014,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,99,Glasgow,GBR,0:08:18:36
16th FINA World Championships 2015,08:18.41,8/8/2015,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,100,Kazan,RUS,0:08:18:41
Australian National Championships (50m),08:18.42,4/12/2016,Women 800 Freestyle LCM Female,AUS,Australia,"ASHWOOD, Jessica",F,4/28/1993,101,Adelaide,AUS,0:08:18:42
US National Championships (50m),08:18.47,8/6/2014,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,102,Irvine,USA,0:08:18:47
12th FINA World Championships 2007,08:18.52,3/31/2007,Women 800 Freestyle LCM Female,USA,United States of America,"ZIEGLER, Kate",F,6/27/1988,103,Melbourne,AUS,0:08:18:52
British Gas Swimming Championships 2012,08:18.54,3/3/2012,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,104,London,GBR,0:08:18:54
18th Asian Games 2018,08:18.55,8/23/2018,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,105,Jakarta,INA,0:08:18:55
Olympic Games Rio 2016,08:18.55,8/12/2016,Women 800 Freestyle LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,106,Rio de Janeiro,BRA,0:08:18:55
18th FINA World Championships 2019,08:18.57,7/27/2019,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,107,Gwangju,KOR,0:08:18:57
15th FINA World Championships 2013,08:18.58,8/3/2013,Women 800 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,12/14/1987,108,Barcelona,ESP,0:08:18:58
British Gas National Championships (50m),08:18.58,6/26/2013,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,109,Sheffield,GBR,0:08:18:58
British Gas National Championships (50m),08:18.58,6/26/2013,Women 800 Freestyle LCM Female,GBR,Great Britain,"CARLIN, Jaz",F,9/17/1990,110,Sheffield,GBR,0:08:18:58
NSW Open State Championships 2022,08:18.59,3/4/2022,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,111,Sydney,AUS,0:08:18:59
Hancock Prospecting Australian National Championships (50m),08:18.61,4/7/2019,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,112,Adelaide,AUS,0:08:18:61
Olympic Games London 2012,08:18.76,8/3/2012,Women 800 Freestyle LCM Female,ESP,Spain,"BELMONTE, Mireia",F,11/10/1990,113,London,GBR,0:08:18:76
19th FINA World Championships Budapest 2022,08:18.77,6/24/2022,Women 800 Freestyle LCM Female,AUS,Australia,"MELVERTON, Kiah",F,11/5/1996,114,Budapest,HUN,0:08:18:77
Olympic Games Tokyo 2020,08:18.77,7/29/2021,Women 800 Freestyle LCM Female,ROC,ROC,"KIRPICHNIKOVA, Anastasiia",F,6/24/2000,115,Tokyo,JPN,0:08:18:77
12th FINA World Championships 2007,08:18.80,3/31/2007,Women 800 Freestyle LCM Female,FRA,France,"MANAUDOU, Laure",F,10/9/1986,116,Melbourne,AUS,0:08:18:80
12th Pan Pacific Championships 2014,08:18.87,8/21/2014,Women 800 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,12/14/1987,117,Gold Coast,AUS,0:08:18:87
Olympic Games Tokyo 2020,08:18.99,7/29/2021,Women 800 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,9/7/2000,118,Tokyo,JPN,0:08:18:99
19th FINA World Championships Budapest 2022,08:19.00,6/24/2022,Women 800 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,12/18/1998,119,Budapest,HUN,0:08:19:00
British Gas National Championships (50m),08:19.03,6/20/2012,Women 800 Freestyle LCM Female,GBR,Great Britain,"ADLINGTON, Rebecca",F,2/17/1989,120,Sheffield,GBR,0:08:19:03
Hancock Prospecting Australian Swimming Trials 2021,08:19.05,6/17/2021,Women 800 Freestyle LCM Female,AUS,Australia,"MELVERTON, Kiah",F,11/5/1996,121,Adelaide,AUS,0:08:19:05
Olympic Games Tokyo 2020,08:19.10,7/26/2021,Women 800 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,7/17/2002,122,Tokyo,JPN,0:08:19:10
22nd Commonwealth Games 2022,08:19.16,8/2/2022,Women 800 Freestyle LCM Female,AUS,Australia,"PALLISTER, Lani",F,6/6/2002,123,Birmingham,GBR,0:08:19:16
Arena Pro Series Minneapolis 2015,08:19.16,11/14/2015,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,124,Minneapolis,USA,0:08:19:16
18th FINA World Championships 2019,08:19.18,7/22/2019,Women 800 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,3/17/1997,125,Gwangju,KOR,0:08:19:18
